arxiv_id,passA_decision,passA_reason,passA_justification,passB_decision,passB_reason,passB_justification,agreement,final_decision,final_reason,adjudicated,adjudication_rationale
2412.14141,include,IC1,System implementing combinatorial creativity with retrieval and structured recombination to generate research ideas.,include,IC1,Framework using LLMs to retrieve cross-domain knowledge and generate scientific research ideas.,agree,include,IC1,0,
2412.14222,include,IC3,Survey of LLM-based data agents autonomously performing the data analysis stage of research.,borderline,NA,Survey of LLM data-analysis agents; overlaps research analysis but is largely general data science tooling.,needs_adjudication,,,0,
2412.14626,include,IC1,SFT+RL system for autonomous research idea generation with dynamic controllable steering.,include,IC1,LDC trains and controls LLMs to generate research ideas with novelty/feasibility control.,agree,include,IC1,0,
2412.16160,exclude,EC1,"Stock price forecasting ML method; 'autonomous' refers to feature selection, not a research agent.",exclude,EC2,"Automated ML pipeline for stock price forecasting, a predictive tool model.",agree,exclude,EC1,0,
2412.16270,include,IC1,Human-in-the-loop AI system performing hypothesis generation and design synthesis for metamaterial discovery.,include,IC1,MetaScientist generates scientific hypotheses and synthesizes metamaterial designs with expert loop.,agree,include,IC1,0,
2412.17596,include,IC2,LiveIdeaBench benchmark specifically for evaluating LLM scientific idea generation.,include,IC2,LiveIdeaBench benchmarks LLM scientific idea generation across domains.,agree,include,IC2,0,
2412.20138,exclude,EC1,"Multi-agent LLM framework for financial trading, not scientific research.",exclude,EC1,"Multi-agent LLM framework for financial trading, an ordinary agent application.",agree,exclude,EC1,0,
2501.01451,include,IC3,Framework and case study on human-AI teaming versus autonomous AI scientists for BCI/neuroscience research.,include,IC3,Position and framework for human-AI teaming in autonomous research applied to BCI/neuroscience.,agree,include,IC3,0,
2501.04227,include,IC1,"Autonomous LLM framework completing literature review, experimentation, and report writing end to end.",include,IC1,"Agent Laboratory autonomously runs literature review, experimentation, and report writing.",agree,include,IC1,0,
2501.04306,include,IC3,Systematic survey of LLMs performing stages of the scientific research lifecycle.,include,IC3,Systematic survey of LLMs across the scientific research cycle.,agree,include,IC3,0,
2501.08120,borderline,NA,"Reasoning-model framework with hypothesis-generation demos aimed at autonomous discovery, but unclear if an agentic research loop is the subject.",borderline,NA,"Graph reasoning model framed around automated discovery and hypothesis generation, but not an autonomous research loop.",needs_adjudication,,,0,
2501.09021,exclude,EC3,"Ethics guidance for human researchers using GenAI tools, not about autonomous AI-conducted research.",include,IC3,ETHICAL framework governing responsible GenAI use and integrity in research.,needs_adjudication,,,0,
2501.10385,include,IC2,"AFMBench benchmark evaluating LLM agents across the full microscopy scientific workflow, plus the AILA agent system.",include,IC1,AILA agents drive autonomous AFM experiments plus AFMBench evaluation suite.,agree,include,IC2,0,
2501.16084,include,IC3,Position paper specifically about automated/semi-automated research synthesis (systematic reviews) with LLMs.,include,IC3,Position paper on automating research synthesis and systematic reviews.,agree,include,IC3,0,
2502.01059,exclude,EC1,"RAG-based domain QA/writing assistant for photosynthesis queries, no agentic research loop.",include,IC1,LLM research assistant with automated feedback loop doing knowledge synthesis and research-gap identification in photosynthesis science.,needs_adjudication,,,0,
2502.01118,exclude,EC1,"LLM-enhanced multi-armed bandit algorithms, not aimed at performing scientific research.",exclude,EC1,"LLM-enhanced multi-armed bandit algorithms, unrelated to machines doing science.",agree,exclude,EC1,0,
2502.01812,exclude,EC1,"Generic hallucination-detection framework and benchmark, not an autonomous research system.",exclude,EC1,"General hallucination detection benchmark/framework, not about AI-conducted research.",agree,exclude,EC1,0,
2502.01989,exclude,EC1,"Test-time scaling method for diffusion-model reasoning on puzzles, unrelated to research automation.",exclude,EC1,"Test-time scaling for diffusion reasoning on puzzles, not scientific research automation.",agree,exclude,EC1,0,
2502.04644,borderline,NA,General agentic tool-use reasoning framework compared to Deep Research; research-lifecycle focus is unclear.,exclude,EC1,"General tool-using agentic reasoning framework, an ordinary deep-research/QA application.",needs_adjudication,,,0,
2502.04944,exclude,EC3,"Detection of paraphrasing-tool misuse (tortured phrases) in human paper-mill output, no autonomous research system.",borderline,NA,"Research-integrity screening of tortured phrases from paraphrasing tools, not clearly about AI-conducted research.",needs_adjudication,,,0,
2502.05151,include,IC3,Survey of AI-assisted scientific discovery across the research lifecycle including integrity concerns.,include,IC3,"Survey of AI-assisted discovery, experimentation, generation, and evaluation across the scientific lifecycle.",agree,include,IC3,0,
2502.05735,borderline,NA,"Autonomous experimentation framing, but a Bayesian optimization design loop rather than a clearly agentic AI research system.",include,IC1,Autonomous experimentation framework that formulates and solves alloy design problems in a closed loop.,needs_adjudication,,,0,
2502.06851,include,IC3,Case-study demonstration of AI-generated literature review and framework discussion for AI-assisted review generation.,include,IC1,LLM-generated literature review demonstrating automated survey writing by machines.,agree,include,IC3,0,
2502.09858,include,IC1,Agentic framework (Popper) whose LLM agents design and execute falsification experiments to validate hypotheses.,include,IC1,Agentic system that designs and executes falsification experiments to validate hypotheses.,agree,include,IC1,0,
2502.10554,exclude,EC1,"Benchmarks decision-making rationality of LLMs generally, not autonomous research systems.",exclude,EC1,"Benchmarks LLM decision rationality, not AI-conducted research.",agree,exclude,EC1,0,
2502.12510,include,IC2,Evaluation methodology (perturbation framework) for robustness of LLM-based automated peer review.,include,IC2,Evaluation framework probing robustness of LLMs in automated peer review.,agree,include,IC2,0,
2502.12700,exclude,EC1,Generic inference-time diversity method for LLM generation; AI-scientist agents mentioned only as motivation.,exclude,EC1,"General inference-time diversity method for LLM generation, only incidentally mentioning AI scientists.",agree,exclude,EC1,0,
2502.14297,include,IC3,Independent evaluation/case study of an autonomous AI research system (Sakana's AI Scientist).,include,IC2,Independent evaluation of an autonomous AI Scientist system.,agree,include,IC3,0,
2502.14499,include,IC2,Framework and benchmark (MLGym) for evaluating and training AI research agents.,include,IC2,Framework and benchmark for evaluating LLM AI research agents.,agree,include,IC2,0,
2502.15214,exclude,EC1,"Survey of LLM/VLM integration into reinforcement learning, not research automation.",exclude,EC1,"Survey of LLM/VLM-integrated reinforcement learning, unrelated to automated science.",agree,exclude,EC1,0,
2502.15224,include,IC2,Diagnostic benchmark for a prerequisite capability of interactive scientific-discovery agents.,include,IC2,Diagnostic benchmark for agents performing hypothesis-intervention-feedback discovery.,agree,include,IC2,0,
2502.15429,exclude,EC3,"LLM tool for detecting fraudulent/retracted human-authored articles, not about AI-conducted research.",exclude,EC1,"LLM tool for detecting retracted human-authored biomedical articles, not about AI-conducted research.",agree,exclude,EC3,0,
2502.16487,include,IC3,Integrity study documenting plagiarism in research generated by autonomous research agents.,include,IC3,Integrity study of plagiarism in research documents produced by autonomous research agents.,agree,include,IC3,0,
2502.16634,exclude,EC1,"Reinforcement-learning option discovery for game playing, unrelated to scientific research.",exclude,EC1,Reinforcement learning option discovery for game planning.,agree,exclude,EC1,0,
2502.18864,include,IC1,"Multi-agent AI co-scientist autonomously generating, critiquing, and refining research hypotheses in an agentic loop.",include,IC1,"Multi-agent AI system that generates, critiques, and refines scientific hypotheses with experimental validation.",agree,include,IC1,0,
2502.19519,exclude,EC1,"Agentic game master AI for role-playing games, not a scientific research system.",exclude,EC1,"Agentic game master for role-playing games, an ordinary agent application.",agree,exclude,EC1,0,
