arxiv_id,final_decision,final_reason,rule_applied,justification,layer1_A,layer1_B,layer1_agreement,reverses_unanimous_include
2504.02822,exclude,EC1,BR2,"Study of what Hamiltonian/Lagrangian neural networks learn and their training dynamics — model-learning properties as such, not an autonomous hypothesis-generating research system.",exclude,borderline,needs_adjudication,0
2504.03160,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"RL-trained general web deep-research agent evaluated on open-domain QA/browsing tasks, not scientific research work.",borderline,exclude,needs_adjudication,0
2504.03810,include,IC1,BR4,"Machine designers autonomously plan, modify, and adjust experimental protocols for self-driving labs — AI performing the experiment-design stage.",include,include,agree,0
2504.04083,exclude,EC1,none,"Benchmark for zero-shot biomedical relation extraction, a generic NLP task, not an autonomous research system.",exclude,exclude,agree,0
2504.05496,include,IC3,BR2,"Survey specifically of LLM-based scientific hypothesis generation, an in-scope ideation stage.",include,include,agree,0
2504.06525,exclude,EC2,BR4,"Multi-objective Bayesian optimization of imaging parameters — an acquisition/optimizer contribution for measurement tuning, not a closed experimental research decision loop as subject.",exclude,include,needs_adjudication,0
2504.07396,exclude,EC8_GENERIC_ANALYSIS,BR6,"Closed-loop LLM search over quantum feature maps to improve MNIST/CIFAR classification accuracy is ML engineering/architecture search, not research framed around scientific hypotheses or claims.",include,include,agree,1
2504.08066,include,IC1,none,"End-to-end agentic system that autonomously ideates, runs experiments, analyzes results, and writes peer-review-accepted papers.",include,include,agree,0
2504.08762,include,IC1,BR3,"LLM system autonomously retrieves, categorizes, and synthesizes literature into full survey papers; user customization is review/steering, not production of the synthesis.",include,include,agree,0
2504.08810,include,IC1,BR4,Multi-agent system autonomously generates hypotheses and validates them experimentally in a closed materials-discovery loop.,include,include,agree,0
2504.09037,exclude,EC1,none,"General survey of LLM reasoning and agentic systems, not aimed at AI performing scientific research.",exclude,exclude,agree,0
2504.09702,include,IC2,none,Benchmark measuring language agents' ability to propose and implement novel ML research methods.,include,include,agree,0
2504.10281,exclude,EC2,BR4,Autonomous microscopy characterization pipeline is instrument control and measurement/analysis capability without a loop deciding what experiment to run next from prior results.,include,include,agree,1
2504.10415,include,IC2,BR2,"Benchmark specifically for LLM-based scientific equation discovery, an in-scope machine hypothesis/ideation task in real scientific domains.",include,include,agree,0
2504.11524,include,IC2,BR2,Benchmark for systematically evaluating LLM scientific hypothesis-generation methods.,include,include,agree,0
2504.11536,exclude,EC1,none,"RL training for strategic tool use in math reasoning — generic LLM agent capability work, not performing research.",exclude,exclude,agree,0
2504.12317,exclude,EC7_HUMAN_AI_USE,BR5,"Corpus study of how human scientists' LLM-assisted writing changes scientific language — prevalence of human AI use, not AI-conducted research.",exclude,exclude,agree,0
2504.12345,include,IC3,none,"Perspective/framework proposing a modular LLM agent system for autonomous urban causal research, with evaluation criteria for rigor and transparency.",include,include,agree,0
2504.12976,include,IC2,BR2,Dataset and evaluation specifically for scientific hypothesis generation by language models.,include,include,agree,0
2504.13344,include,IC1,BR4,AI advisor makes real-time experimental decisions and adapts the autonomous experimentation loop from prior results in materials discovery.,include,include,agree,0
2504.13870,exclude,EC2,BR4,"Primary subject is a lightweight remote instrument/testbed for prototyping automation, not a system with a closed experimental decision loop.",borderline,include,needs_adjudication,0
2504.14191,include,IC2,none,Benchmark and evaluation methodology specifically for LLM-generated research ideas.,include,include,agree,0
2504.16323,exclude,EC6_ASSISTIVE,BR1,MLLM analysis pipeline that human media researchers use to explore data; humans make the research judgments.,exclude,exclude,agree,0
2504.16728,exclude,EC6_ASSISTIVE,BR1,Explicitly human-in-the-loop interactive ideation platform where the researcher steers and judges ideas.,include,include,agree,1
2504.18736,include,IC2,BR3,Benchmark for automated extraction of hypothesis-relevant evidence from scientific papers (literature stage).,borderline,include,needs_adjudication,0
2504.19017,include,IC1,none,"Multi-agent system autonomously executes hypothesis generation, experiment design, analysis and reporting in protein science.",include,include,agree,0
2504.19678,exclude,EC1,none,"General survey of LLM reasoning, agent frameworks and benchmarks, not specifically autonomous research systems.",exclude,exclude,agree,0
2504.20068,exclude,EC1,none,"LLM serving and scheduling infrastructure, unrelated to performing research.",exclude,exclude,agree,0
2504.21776,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,General web deep-research agent evaluated mainly on generic reasoning and browsing benchmarks.,borderline,exclude,needs_adjudication,0
2505.02853,exclude,EC2,none,"Computational simulation model of teaching dynamics used as an instrument, no autonomous research decision loop.",exclude,exclude,agree,0
2505.03049,include,IC3,none,Case-study collection surveying LLM systems performing research-lifecycle stages including hypothesis generation and scientific automation.,include,include,agree,0
2505.04638,include,IC2,none,Evaluation framework plus agent probing AI systems' scientific synthesis and hypothesis-proposing capability.,include,include,agree,0
2505.04649,include,IC1,none,Agent loop autonomously generates medical research papers with evaluator and reflector feedback.,include,include,agree,0
2505.04651,include,IC3,BR2,Survey specifically of machine scientific hypothesis generation and validation methods and datasets.,include,include,agree,0
2505.08127,exclude,EC7_HUMAN_AI_USE,BR5,"Study of human authors' LLM writing use and reviewer bias in publishing, not AI-produced research.",exclude,exclude,agree,0
2505.08341,include,IC2,none,Benchmark expressly for evaluating AI scientists on real omics data-driven discovery.,include,include,agree,0
2505.10468,exclude,EC1,none,General conceptual taxonomy of AI agents and agentic AI across many application domains.,exclude,exclude,agree,0
2505.11270,exclude,EC8_GENERIC_ANALYSIS,BR6,"Generic multi-modal data-lake analytics system, not framed as scientific research.",exclude,exclude,agree,0
2505.11336,exclude,EC6_ASSISTIVE,BR1,Human-AI collaborative paper revision assistant where the author retains the research judgments.,exclude,exclude,agree,0
2505.11718,include,IC1,BR1,"Model autonomously produces the substantive peer-review output, a research lifecycle stage.",borderline,include,needs_adjudication,0
2505.11855,include,IC2,BR5,"Benchmark for automated verification of scientific manuscripts, framed around AI co-scientist integrity.",include,include,agree,0
2505.12031,exclude,EC1,none,"Theorem-proving data synthesis and search method, an LLM capability contribution rather than a research-performing system.",exclude,exclude,agree,0
2505.12039,include,IC3,none,Position paper on AI-automated science-of-science research with a multi-agent research-society prototype.,include,include,agree,0
2505.13400,include,IC1,BR4,"Multi-agent system autonomously generates hypotheses, proposes experiments and interprets results in a lab-in-the-loop.",include,include,agree,0
2505.13494,exclude,EC2,BR4,Perspective on polymer data ecosystems and FAIR infrastructure; autonomous labs are only peripheral.,exclude,borderline,needs_adjudication,0
2505.14163,exclude,EC8_GENERIC_ANALYSIS,BR6,"Curriculum inference framework for generic data-science coding agents (DSEval/QRData), not framed as scientific research.",exclude,exclude,agree,0
2505.14242,exclude,EC2,BR3,"Topic-modeling classification of literature is an NLP instrument, not an autonomous system producing a review or synthesis.",exclude,exclude,agree,0
2505.14599,include,IC2,BR2,Benchmark (TruthHypo) and evaluation methodology for truthfulness of LLM-generated scientific hypotheses in biomedicine.,include,include,agree,0
2505.14963,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"Browsing/multi-hop retrieval benchmark for clinical decision support information seeking, not scientific research work.",borderline,borderline,needs_adjudication,0
2505.15047,include,IC1,none,Multi-agent framework for automated scientific discovery with a principled hypothesis-evidence loop across scientific domains.,include,include,agree,0
2505.15998,include,IC1,BR4,Curiosity-driven AI scientist autonomously deciding what experiments to run next from prior results in a scientific (ALife) system.,include,include,agree,0
2505.16100,include,IC2,BR6,"Benchmark evaluating AI agents on biomedical hypothesis validation, explicitly framed as scientific research analysis.",include,include,agree,0
2505.16982,include,IC3,none,Position/research-agenda paper on causal LLM agents for automated hypothesis generation and biomedical discovery.,include,include,agree,0
2505.17393,exclude,EC2,BR4,"Bayesian optimization method/acquisition contribution feeding self-driving labs, an optimizer library rather than the agentic loop as subject.",borderline,exclude,needs_adjudication,0
2505.17592,exclude,EC2,BR1,Domain-specialized astronomy QA/assistant model used as an instrument; no autonomous research decision loop as subject.,exclude,exclude,agree,0
